MAG,Description,GBK,Class,Category,Family
MAG03313,MAG03313_0003,MAG03313_0003.region001,RRE-containing,RiPP,FAM_00038
MAG03317,MAG03317_0003,MAG03317_0003.region001,RRE-containing,RiPP,FAM_00167
MAG03317,MAG03317_0004,MAG03317_0004.region001,ranthipeptide,RiPP,FAM_00128
MAG03317,MAG03317_0010,MAG03317_0010.region001,RiPP-like,RiPP,FAM_00008
MAG03318,MAG03318_0011,MAG03318_0011.region001,RRE-containing,RiPP,FAM_00060
MAG03322,MAG03322_0003,MAG03322_0003.region001,ranthipeptide,RiPP,FAM_00118
MAG03323,MAG03323_0001,MAG03323_0001.region001,ranthipeptide,RiPP,FAM_00121
MAG03323,MAG03323_0011,MAG03323_0011.region001,RiPP-like,RiPP,FAM_00182
MAG03324,MAG03324_0003,MAG03324_0003.region001,lanthipeptide-class-i,RiPP,FAM_00286
MAG03325,MAG03325_0003,MAG03325_0003.region001,ranthipeptide,RiPP,FAM_00111
MAG03325,MAG03325_0004,MAG03325_0004.region001,RaS-RiPP,RiPP,FAM_00226
MAG03326,MAG03326_0005,MAG03326_0005.region001,arylpolyene,PKS,FAM_00024
MAG03326,MAG03326_0046,MAG03326_0046.region001,RRE-containing,RiPP,FAM_00163
MAG03326,MAG03326_0055,MAG03326_0055.region001,arylpolyene,PKS,FAM_00018
MAG03327,MAG03327_0039,MAG03327_0039.region001,T3PKS,PKS,FAM_00080
MAG03329,MAG03329_0002,MAG03329_0002.region001,arylpolyene,PKS,FAM_00020
MAG03329,MAG03329_0005,MAG03329_0005.region001,RRE-containing,RiPP,FAM_00034
MAG03330,MAG03330_0023,MAG03330_0023.region001,lanthipeptide-class-iii,RiPP,FAM_00252
MAG03333,MAG03333_0007,MAG03333_0007.region001,RiPP-like,RiPP,FAM_00264
MAG03333,MAG03333_0010,MAG03333_0010.region001,lanthipeptide-class-ii,RiPP,FAM_00219
MAG03334,MAG03334_0009,MAG03334_0009.region001,T3PKS,PKS,FAM_00076
MAG03336,MAG03336_0005,MAG03336_0005.region001,ranthipeptide,RiPP,FAM_00134
MAG03337,MAG03337_0010,MAG03337_0010.region001,RRE-containing,RiPP,FAM_00060
MAG03338,MAG03338_0001,MAG03338_0001.region001,ranthipeptide,RiPP,FAM_00121
MAG03338,MAG03338_0003,MAG03338_0003.region001,RiPP-like,RiPP,FAM_00182
MAG03339,MAG03339_0007,MAG03339_0007.region001,ranthipeptide,RiPP,FAM_00135
MAG03340,MAG03340_0037,MAG03340_0037.region001,ranthipeptide,RiPP,FAM_00106
MAG03341,MAG03341_0070,MAG03341_0070.region001,lanthipeptide-class-ii,RiPP,FAM_00175
MAG03343,MAG03343_0002,MAG03343_0002.region001,RaS-RiPP,RiPP,FAM_00226
MAG03343,MAG03343_0053,MAG03343_0053.region001,ranthipeptide,RiPP,FAM_00112
MAG03345,MAG03345_0013,MAG03345_0013.region001,RiPP-like,RiPP,FAM_00169
MAG03345,MAG03345_0031,MAG03345_0031.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG03347,MAG03347_0002,MAG03347_0002.region001,arylpolyene,PKS,FAM_00018
MAG03347,MAG03347_0042,MAG03347_0042.region001,RRE-containing,RiPP,FAM_00163
MAG03349,MAG03349_0005,MAG03349_0005.region001,RiPP-like,RiPP,FAM_00240
MAG03349,MAG03349_0033,MAG03349_0033.region001,RiPP-like,RiPP,FAM_00097
MAG03349,MAG03349_0126,MAG03349_0126.region001,RiPP-like,RiPP,FAM_00087
MAG03349,MAG03349_0127,MAG03349_0127.region001,RiPP-like,RiPP,FAM_00104
MAG03349,MAG03349_0137,MAG03349_0137.region001,RiPP-like,RiPP,FAM_00094
MAG03350,MAG03350_0014,MAG03350_0014.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG03351,MAG03351_0004,MAG03351_0004.region001,RiPP-like,RiPP,FAM_00240
MAG03351,MAG03351_0026,MAG03351_0026.region001,RiPP-like,RiPP,FAM_00097
MAG03351,MAG03351_0159,MAG03351_0159.region001,RiPP-like,RiPP,FAM_00086
MAG03351,MAG03351_0168,MAG03351_0168.region001,RiPP-like,RiPP,FAM_00093
MAG03351,MAG03351_0278,MAG03351_0278.region001,RiPP-like,RiPP,FAM_00104
MAG03352,MAG03352_0001,MAG03352_0001.region001,NRPS,NRPS,FAM_00165
MAG03353,MAG03353_0001,MAG03353_0001.region001,RiPP-like,RiPP,FAM_00240
MAG03353,MAG03353_0029,MAG03353_0029.region001,RiPP-like,RiPP,FAM_00097
MAG03353,MAG03353_0093,MAG03353_0093.region001,RiPP-like,RiPP,FAM_00087
MAG03353,MAG03353_0113,MAG03353_0113.region001,RiPP-like,RiPP,FAM_00093
MAG03354,MAG03354_0009,MAG03354_0009.region001,RiPP-like,RiPP,FAM_00240
MAG03354,MAG03354_0010,MAG03354_0010.region001,LAP,RiPP,FAM_00101
MAG03354,MAG03354_0100,MAG03354_0100.region001,RiPP-like,RiPP,FAM_00087
MAG03354,MAG03354_0121,MAG03354_0121.region001,RiPP-like,RiPP,FAM_00094
MAG03357,MAG03357_0026,MAG03357_0026.region001,T3PKS,PKS,FAM_00077
MAG03358,MAG03358_0002,MAG03358_0002.region001,lanthipeptide-class-iv,RiPP,FAM_00252
MAG03358,MAG03358_0022,MAG03358_0022.region001,T3PKS,PKS,FAM_00010
MAG03358,MAG03358_0062,MAG03358_0062.region001,NRPS-like,NRPS,FAM_00004
MAG03359,MAG03359_0012,MAG03359_0012.region001,RiPP-like,RiPP,FAM_00240
MAG03359,MAG03359_0013,MAG03359_0013.region001,LAP,RiPP,FAM_00101
MAG03359,MAG03359_0097,MAG03359_0097.region001,RiPP-like,RiPP,FAM_00087
MAG03361,MAG03361_0058,MAG03361_0058.region001,NRPS,NRPS,FAM_00165
MAG03362,MAG03362_0013,MAG03362_0013.region001,T3PKS,PKS,FAM_00186
MAG03363,MAG03363_0002,MAG03363_0002.region001,RRE-containing,RiPP,FAM_00466
MAG03363,MAG03363_0004,MAG03363_0004.region001,NRPS,NRPS,FAM_00176
MAG03363,MAG03363_0012,MAG03363_0012.region001,lanthipeptide-class-ii,RiPP,FAM_00174
MAG03363,MAG03363_0013,MAG03363_0013.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG03364,MAG03364_0024,MAG03364_0024.region001,T3PKS,PKS,FAM_00077
MAG03365,MAG03365_0006,MAG03365_0006.region001,RiPP-like,RiPP,FAM_00240
MAG03365,MAG03365_0080,MAG03365_0080.region001,RiPP-like,RiPP,FAM_00089
MAG03365,MAG03365_0099,MAG03365_0099.region001,RiPP-like,RiPP,FAM_00087
MAG03365,MAG03365_0123,MAG03365_0123.region001,RiPP-like,RiPP,FAM_00094
MAG03367,MAG03367_0006,MAG03367_0006.region001,RiPP-like,RiPP,FAM_00088
MAG03368,MAG03368_0022,MAG03368_0022.region001,T3PKS,PKS,FAM_00078
MAG03369,MAG03369_0016,MAG03369_0016.region001,RiPP-like,RiPP,FAM_00221
MAG03369,MAG03369_0027,MAG03369_0027.region001,RiPP-like,RiPP,FAM_00097
MAG03369,MAG03369_0097,MAG03369_0097.region001,RiPP-like,RiPP,FAM_00087
MAG03369,MAG03369_0113,MAG03369_0113.region001,RiPP-like,RiPP,FAM_00104
MAG03369,MAG03369_0120,MAG03369_0120.region001,RiPP-like,RiPP,FAM_00094
MAG03371,MAG03371_0002,MAG03371_0002.region001,T3PKS,PKS,FAM_00084
MAG03373,MAG03373_0002,MAG03373_0002.region001,RRE-containing,RiPP,FAM_00038
MAG03373,MAG03373_0003,MAG03373_0003.region001,arylpolyene,PKS,FAM_00017
MAG03373,MAG03373_0084,MAG03373_0084.region001,arylpolyene,PKS,FAM_00018
MAG03375,MAG03375_0153,MAG03375_0153.region001,RRE-containing,RiPP,FAM_00044
MAG03378,MAG03378_0012,MAG03378_0012.region001,ranthipeptide,RiPP,FAM_00106
MAG03380,MAG03380_0003,MAG03380_0003.region001,ranthipeptide,RiPP,FAM_00112
MAG03380,MAG03380_0004,MAG03380_0004.region001,RaS-RiPP,RiPP,FAM_00226
MAG03382,MAG03382_0001,MAG03382_0001.region001,RiPP-like,RiPP,FAM_00240
MAG03382,MAG03382_0032,MAG03382_0032.region001,RiPP-like,RiPP,FAM_00097
MAG03382,MAG03382_0116,MAG03382_0116.region001,RiPP-like,RiPP,FAM_00087
MAG03382,MAG03382_0131,MAG03382_0131.region001,RiPP-like,RiPP,FAM_00104
MAG03383,MAG03383_0030,MAG03383_0030.region001,RiPP-like,RiPP,FAM_00097
MAG03383,MAG03383_0118,MAG03383_0118.region001,RiPP-like,RiPP,FAM_00087
MAG03385,MAG03385_0016,MAG03385_0016.region001,T3PKS,PKS,FAM_00186
MAG03386,MAG03386_0002,MAG03386_0002.region001,RiPP-like,RiPP,FAM_00240
MAG03386,MAG03386_0010,MAG03386_0010.region001,LAP,RiPP,FAM_00101
MAG03386,MAG03386_0076,MAG03386_0076.region001,RiPP-like,RiPP,FAM_00090
MAG03386,MAG03386_0094,MAG03386_0094.region001,RiPP-like,RiPP,FAM_00087
MAG03387,MAG03387_0025,MAG03387_0025.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG03388,MAG03388_0053,MAG03388_0053.region001,NRPS,NRPS,FAM_00165
MAG03389,MAG03389_0008,MAG03389_0008.region001,RiPP-like,RiPP,FAM_00240
MAG03389,MAG03389_0138,MAG03389_0138.region001,RiPP-like,RiPP,FAM_00087
MAG03389,MAG03389_0151,MAG03389_0151.region001,RiPP-like,RiPP,FAM_00104
MAG03389,MAG03389_0156,MAG03389_0156.region001,RiPP-like,RiPP,FAM_00089
MAG03389,MAG03389_0163,MAG03389_0163.region001,RiPP-like,RiPP,FAM_00093
MAG03390,MAG03390_0018,MAG03390_0018.region001,NRPS,NRPS,FAM_00165
MAG03391,MAG03391_0011,MAG03391_0011.region001,RiPP-like,RiPP,FAM_00221
MAG03391,MAG03391_0099,MAG03391_0099.region001,RiPP-like,RiPP,FAM_00089
MAG03391,MAG03391_0128,MAG03391_0128.region001,RiPP-like,RiPP,FAM_00240
MAG03391,MAG03391_0135,MAG03391_0135.region001,RiPP-like,RiPP,FAM_00087
MAG03392,MAG03392_0155,MAG03392_0155.region001,RiPP-like,RiPP,FAM_00094
MAG03395,MAG03395_0006,MAG03395_0006.region001,T3PKS,PKS,FAM_00077
MAG03396,MAG03396_0001,MAG03396_0001.region001,RiPP-like,RiPP,FAM_00240
MAG03396,MAG03396_0035,MAG03396_0035.region001,RiPP-like,RiPP,FAM_00097
MAG03396,MAG03396_0112,MAG03396_0112.region001,RiPP-like,RiPP,FAM_00087
MAG03396,MAG03396_0136,MAG03396_0136.region001,RiPP-like,RiPP,FAM_00094
MAG03396,MAG03396_0222,MAG03396_0222.region001,RiPP-like,RiPP,FAM_00104
MAG03397,MAG03397_0005,MAG03397_0005.region001,LAP,RiPP,FAM_00387
MAG03398,MAG03398_0007,MAG03398_0007.region001,RiPP-like,RiPP,FAM_00240
MAG03398,MAG03398_0034,MAG03398_0034.region001,RiPP-like,RiPP,FAM_00097
MAG03398,MAG03398_0050,MAG03398_0050.region001,LAP,RiPP,FAM_00101
MAG03398,MAG03398_0102,MAG03398_0102.region001,RiPP-like,RiPP,FAM_00087
MAG03398,MAG03398_0120,MAG03398_0120.region001,RiPP-like,RiPP,FAM_00094
MAG03399,MAG03399_0001,MAG03399_0001.region001,NRPS,NRPS,FAM_00165
MAG03400,MAG03400_0002,MAG03400_0002.region001,T3PKS,PKS,FAM_00186
MAG03401,MAG03401_0002,MAG03401_0002.region001,ranthipeptide,RiPP,FAM_00106
MAG03402,MAG03402_0001,MAG03402_0001.region001,T3PKS,PKS,FAM_00075
MAG03405,MAG03405_0001,MAG03405_0001.region001,RaS-RiPP,RiPP,FAM_00226
MAG03405,MAG03405_0050,MAG03405_0050.region001,ranthipeptide,RiPP,FAM_00111
MAG03406,MAG03406_0002,MAG03406_0002.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG03406,MAG03406_0002,MAG03406_0002.region002,RiPP-like,RiPP,FAM_00195
MAG03407,MAG03407_0018,MAG03407_0018.region001,RRE-containing,RiPP,FAM_00038
MAG03407,MAG03407_0031,MAG03407_0031.region001,arylpolyene,PKS,FAM_00017
MAG03407,MAG03407_0049,MAG03407_0049.region001,LAP.thiopeptide,RiPP,FAM_00032
MAG03409,MAG03409_0067,MAG03409_0067.region001,RRE-containing,RiPP,FAM_00044
MAG03410,MAG03410_0002,MAG03410_0002.region001,RiPP-like,RiPP,FAM_00089
MAG03410,MAG03410_0007,MAG03410_0007.region001,RiPP-like,RiPP,FAM_00178
MAG03411,MAG03411_0034,MAG03411_0034.region001,T3PKS,PKS,FAM_00187
MAG03412,MAG03412_0001,MAG03412_0001.region001,NRPS,NRPS,FAM_00165
MAG03413,MAG03413_0001,MAG03413_0001.region001,RiPP-like,RiPP,FAM_00240
MAG03413,MAG03413_0108,MAG03413_0108.region001,RiPP-like,RiPP,FAM_00087
MAG03414,MAG03414_0001,MAG03414_0001.region001,RiPP-like,RiPP,FAM_00240
MAG03414,MAG03414_0008,MAG03414_0008.region001,RiPP-like,RiPP,FAM_00089
MAG03414,MAG03414_0053,MAG03414_0053.region001,RiPP-like,RiPP,FAM_00092
MAG03415,MAG03415_0001,MAG03415_0001.region001,NRPS,NRPS,FAM_00176
MAG03415,MAG03415_0026,MAG03415_0026.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG03416,MAG03416_0023,MAG03416_0023.region001,RiPP-like,RiPP,FAM_00088
MAG03416,MAG03416_0041,MAG03416_0041.region001,RiPP-like,RiPP,FAM_00089
MAG03417,MAG03417_0095,MAG03417_0095.region001,resorcinol,other,FAM_00053
MAG03417,MAG03417_0211,MAG03417_0211.region001,arylpolyene,PKS,FAM_00020
MAG03417,MAG03417_0250,MAG03417_0250.region001,resorcinol,other,FAM_00053
MAG03417,MAG03417_0398,MAG03417_0398.region001,arylpolyene,PKS,FAM_00029
MAG03417,MAG03417_0404,MAG03417_0404.region001,arylpolyene,PKS,FAM_00021
MAG03420,MAG03420_0069,MAG03420_0069.region001,ranthipeptide,RiPP,FAM_00106
MAG03422,MAG03422_0001,MAG03422_0001.region001,NRPS-like,NRPS,FAM_00001
MAG03422,MAG03422_0016,MAG03422_0016.region001,T3PKS,PKS,FAM_00011
MAG03422,MAG03422_0021,MAG03422_0021.region001,lanthipeptide-class-iii,RiPP,FAM_00252
MAG03424,MAG03424_0003,MAG03424_0003.region001,T3PKS,PKS,FAM_00077
MAG03425,MAG03425_0001,MAG03425_0001.region001,RRE-containing,RiPP,FAM_00038
MAG03425,MAG03425_0006,MAG03425_0006.region001,arylpolyene,PKS,FAM_00018
MAG03425,MAG03425_0023,MAG03425_0023.region001,LAP.thiopeptide,RiPP,FAM_00067
MAG03428,MAG03428_0115,MAG03428_0115.region001,T3PKS,PKS,FAM_00074
MAG03430,MAG03430_0005,MAG03430_0005.region001,LAP,RiPP,FAM_00387
MAG03433,MAG03433_0024,MAG03433_0024.region001,RiPP-like,RiPP,FAM_00097
MAG03433,MAG03433_0101,MAG03433_0101.region001,RiPP-like,RiPP,FAM_00087
MAG03434,MAG03434_0004,MAG03434_0004.region001,NRPS,NRPS,FAM_00176
MAG03434,MAG03434_0022,MAG03434_0022.region001,lanthipeptide-class-ii,RiPP,FAM_00174
MAG03434,MAG03434_0023,MAG03434_0023.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG03436,MAG03436_0091,MAG03436_0091.region001,T3PKS,PKS,FAM_00186
MAG03437,MAG03437_0007,MAG03437_0007.region001,RiPP-like,RiPP,FAM_00221
MAG03437,MAG03437_0008,MAG03437_0008.region001,RiPP-like,RiPP,FAM_00240
MAG03437,MAG03437_0032,MAG03437_0032.region001,RiPP-like,RiPP,FAM_00097
MAG03438,MAG03438_0001,MAG03438_0001.region001,T3PKS,PKS,FAM_00079
MAG03439,MAG03439_0010,MAG03439_0010.region001,RiPP-like,RiPP,FAM_00240
MAG03439,MAG03439_0074,MAG03439_0074.region001,LAP,RiPP,FAM_00101
MAG03439,MAG03439_0091,MAG03439_0091.region001,RiPP-like,RiPP,FAM_00089
MAG03439,MAG03439_0123,MAG03439_0123.region001,RiPP-like,RiPP,FAM_00087
MAG03439,MAG03439_0153,MAG03439_0153.region001,RiPP-like,RiPP,FAM_00094
MAG03442,MAG03442_0003,MAG03442_0003.region001,ranthipeptide,RiPP,FAM_00432
MAG03442,MAG03442_0007,MAG03442_0007.region001,ranthipeptide,RiPP,FAM_00146
MAG03443,MAG03443_0001,MAG03443_0001.region001,ranthipeptide,RiPP,FAM_00112
MAG03443,MAG03443_0002,MAG03443_0002.region001,RaS-RiPP,RiPP,FAM_00226
MAG03444,MAG03444_0007,MAG03444_0007.region001,T3PKS,PKS,FAM_00074
MAG03445,MAG03445_0022,MAG03445_0022.region001,RiPP-like,RiPP,FAM_00196
MAG03447,MAG03447_0001,MAG03447_0001.region001,RRE-containing,RiPP,FAM_00038
MAG03447,MAG03447_0006,MAG03447_0006.region001,arylpolyene,PKS,FAM_00030
MAG03447,MAG03447_0007,MAG03447_0007.region001,arylpolyene,PKS,FAM_00017
MAG03447,MAG03447_0040,MAG03447_0040.region001,LAP,RiPP,FAM_00032
MAG03450,MAG03450_0003,MAG03450_0003.region001,RRE-containing,RiPP,FAM_00034
MAG03450,MAG03450_0077,MAG03450_0077.region001,arylpolyene,PKS,FAM_00047
MAG03451,MAG03451_0060,MAG03451_0060.region001,ranthipeptide,RiPP,FAM_00122
MAG03454,MAG03454_0001,MAG03454_0001.region001,ranthipeptide,RiPP,FAM_00121
MAG03454,MAG03454_0003,MAG03454_0003.region001,ranthipeptide,RiPP,FAM_00121
MAG03454,MAG03454_0003,MAG03454_0003.region002,RiPP-like,RiPP,FAM_00315
MAG03454,MAG03454_0004,MAG03454_0004.region001,RiPP-like,RiPP,FAM_00353
MAG03454,MAG03454_0004,MAG03454_0004.region002,RiPP-like,RiPP,FAM_00182
MAG03455,MAG03455_0003,MAG03455_0003.region001,NRPS-like,NRPS,FAM_00006
MAG03455,MAG03455_0007,MAG03455_0007.region001,T3PKS,PKS,FAM_00009
MAG03456,MAG03456_0004,MAG03456_0004.region001,ranthipeptide,RiPP,FAM_00106
MAG03457,MAG03457_0009,MAG03457_0009.region001,ranthipeptide,RiPP,FAM_00136
MAG03459,MAG03459_0003,MAG03459_0003.region001,lanthipeptide-class-ii,RiPP,FAM_00174
MAG03459,MAG03459_0004,MAG03459_0004.region001,LAP,RiPP,FAM_00387
MAG03460,MAG03460_0006,MAG03460_0006.region001,RiPP-like,RiPP,FAM_00240
MAG03460,MAG03460_0022,MAG03460_0022.region001,RiPP-like,RiPP,FAM_00097
MAG03460,MAG03460_0109,MAG03460_0109.region001,RiPP-like,RiPP,FAM_00087
MAG03460,MAG03460_0157,MAG03460_0157.region001,RiPP-like,RiPP,FAM_00094
MAG03461,MAG03461_0008,MAG03461_0008.region001,T3PKS,PKS,FAM_00186
MAG03463,MAG03463_0010,MAG03463_0010.region001,RiPP-like,RiPP,FAM_00221
MAG03463,MAG03463_0024,MAG03463_0024.region001,RiPP-like,RiPP,FAM_00097
MAG03463,MAG03463_0111,MAG03463_0111.region001,RiPP-like,RiPP,FAM_00087
MAG03466,MAG03466_0055,MAG03466_0055.region001,T3PKS,PKS,FAM_00186
MAG03467,MAG03467_0001,MAG03467_0001.region001,NRPS,NRPS,FAM_00165
MAG03468,MAG03468_0002,MAG03468_0002.region001,NRPS,NRPS,FAM_00176
MAG03468,MAG03468_0020,MAG03468_0020.region001,lanthipeptide-class-ii,RiPP,FAM_00174
MAG03468,MAG03468_0021,MAG03468_0021.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG03470,MAG03470_0007,MAG03470_0007.region001,RiPP-like,RiPP,FAM_00240
MAG03470,MAG03470_0014,MAG03470_0014.region001,RiPP-like,RiPP,FAM_00221
MAG03470,MAG03470_0028,MAG03470_0028.region001,RiPP-like,RiPP,FAM_00097
MAG03470,MAG03470_0103,MAG03470_0103.region001,RiPP-like,RiPP,FAM_00087
MAG03471,MAG03471_0001,MAG03471_0001.region001,NRPS,NRPS,FAM_00165
MAG03471,MAG03471_0035,MAG03471_0035.region001,RiPP-like,RiPP,FAM_00087
MAG03472,MAG03472_0002,MAG03472_0002.region001,NRPS,NRPS,FAM_00165
MAG03475,MAG03475_0020,MAG03475_0020.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG03476,MAG03476_0001,MAG03476_0001.region001,RiPP-like,RiPP,FAM_00240
MAG03476,MAG03476_0027,MAG03476_0027.region001,LAP,RiPP,FAM_00101
MAG03476,MAG03476_0062,MAG03476_0062.region001,RiPP-like,RiPP,FAM_00093
MAG03477,MAG03477_0013,MAG03477_0013.region001,RiPP-like,RiPP,FAM_00195
MAG03478,MAG03478_0001,MAG03478_0001.region001,NRPS,NRPS,FAM_00165
MAG03482,MAG03482_0020,MAG03482_0020.region001,ranthipeptide,RiPP,FAM_00106
MAG03483,MAG03483_0036,MAG03483_0036.region001,RiPP-like,RiPP,FAM_00087
MAG03484,MAG03484_0180,MAG03484_0180.region001,RiPP-like,RiPP,FAM_00094
MAG03485,MAG03485_0011,MAG03485_0011.region001,RRE-containing,RiPP,FAM_00382
MAG03486,MAG03486_0047,MAG03486_0047.region001,T3PKS,PKS,FAM_00079
MAG03488,MAG03488_0003,MAG03488_0003.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG03488,MAG03488_0008,MAG03488_0008.region001,RiPP-like,RiPP,FAM_00195
MAG03490,MAG03490_0010,MAG03490_0010.region001,RiPP-like,RiPP,FAM_00240
MAG03490,MAG03490_0033,MAG03490_0033.region001,RiPP-like,RiPP,FAM_00097
MAG03490,MAG03490_0103,MAG03490_0103.region001,RiPP-like,RiPP,FAM_00087
MAG03493,MAG03493_0015,MAG03493_0015.region001,T3PKS,PKS,FAM_00082
MAG03495,MAG03495_0076,MAG03495_0076.region001,LAP,RiPP,FAM_00387
MAG03496,MAG03496_0005,MAG03496_0005.region001,RiPP-like,RiPP,FAM_00088
MAG03499,MAG03499_0027,MAG03499_0027.region001,T3PKS,PKS,FAM_00078
MAG03499,MAG03499_0273,MAG03499_0273.region001,RiPP-like,RiPP,FAM_00196
MAG03500,MAG03500_0041,MAG03500_0041.region001,T3PKS,PKS,FAM_00186
MAG03501,MAG03501_0034,MAG03501_0034.region001,RiPP-like,RiPP,FAM_00097
MAG03501,MAG03501_0101,MAG03501_0101.region001,RiPP-like,RiPP,FAM_00087
MAG03501,MAG03501_0120,MAG03501_0120.region001,RiPP-like,RiPP,FAM_00094
MAG03501,MAG03501_0163,MAG03501_0163.region001,RiPP-like,RiPP,FAM_00104
MAG03502,MAG03502_0004,MAG03502_0004.region001,LAP,RiPP,FAM_00387
MAG03503,MAG03503_0013,MAG03503_0013.region001,T3PKS,PKS,FAM_00186
MAG03504,MAG03504_0016,MAG03504_0016.region001,lanthipeptide-class-ii,RiPP,FAM_00174
MAG03504,MAG03504_0017,MAG03504_0017.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG03505,MAG03505_0006,MAG03505_0006.region001,RiPP-like,RiPP,FAM_00240
MAG03505,MAG03505_0028,MAG03505_0028.region001,RiPP-like,RiPP,FAM_00097
MAG03505,MAG03505_0051,MAG03505_0051.region001,LAP,RiPP,FAM_00101
MAG03505,MAG03505_0110,MAG03505_0110.region001,RiPP-like,RiPP,FAM_00087
MAG03505,MAG03505_0134,MAG03505_0134.region001,RiPP-like,RiPP,FAM_00094
MAG03508,MAG03508_0018,MAG03508_0018.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG03510,MAG03510_0002,MAG03510_0002.region001,NRPS,NRPS,FAM_00176
MAG03510,MAG03510_0015,MAG03510_0015.region001,lanthipeptide-class-ii,RiPP,FAM_00174
MAG03510,MAG03510_0016,MAG03510_0016.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG03512,MAG03512_0033,MAG03512_0033.region001,RRE-containing,RiPP,FAM_00382
MAG03514,MAG03514_0012,MAG03514_0012.region001,ranthipeptide,RiPP,FAM_00106
MAG03515,MAG03515_0001,MAG03515_0001.region001,T3PKS,PKS,FAM_00187
MAG03516,MAG03516_0038,MAG03516_0038.region001,T3PKS,PKS,FAM_00082
MAG03516,MAG03516_0068,MAG03516_0068.region001,T3PKS,PKS,FAM_00077
MAG03517,MAG03517_0054,MAG03517_0054.region001,ranthipeptide,RiPP,FAM_00106
MAG03520,MAG03520_0004,MAG03520_0004.region001,T3PKS,PKS,FAM_00012
MAG03520,MAG03520_0133,MAG03520_0133.region001,NRPS-like,NRPS,FAM_00006
MAG03521,MAG03521_0001,MAG03521_0001.region001,RRE-containing,RiPP,FAM_00038
MAG03521,MAG03521_0006,MAG03521_0006.region001,arylpolyene,PKS,FAM_00018
MAG03522,MAG03522_0006,MAG03522_0006.region001,ranthipeptide,RiPP,FAM_00112
MAG03522,MAG03522_0007,MAG03522_0007.region001,RaS-RiPP,RiPP,FAM_00226
MAG03526,MAG03526_0001,MAG03526_0001.region001,RiPP-like,RiPP,FAM_00240
MAG03526,MAG03526_0029,MAG03526_0029.region001,RiPP-like,RiPP,FAM_00097
MAG03526,MAG03526_0150,MAG03526_0150.region001,RiPP-like,RiPP,FAM_00094
MAG03526,MAG03526_0154,MAG03526_0154.region001,RiPP-like,RiPP,FAM_00087
MAG03528,MAG03528_0003,MAG03528_0003.region001,lanthipeptide-class-ii,RiPP,FAM_00174
MAG03528,MAG03528_0011,MAG03528_0011.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG03529,MAG03529_0001,MAG03529_0001.region001,RiPP-like,RiPP,FAM_00240
MAG03529,MAG03529_0116,MAG03529_0116.region001,RiPP-like,RiPP,FAM_00087
MAG03529,MAG03529_0129,MAG03529_0129.region001,RiPP-like,RiPP,FAM_00089
MAG03531,MAG03531_0021,MAG03531_0021.region001,NRPS,NRPS,FAM_00176
MAG03531,MAG03531_0034,MAG03531_0034.region001,lanthipeptide-class-ii,RiPP,FAM_00174
MAG03531,MAG03531_0036,MAG03531_0036.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG03532,MAG03532_0015,MAG03532_0015.region001,T3PKS,PKS,FAM_00186
MAG03533,MAG03533_0015,MAG03533_0015.region001,RiPP-like,RiPP,FAM_00240
MAG03533,MAG03533_0023,MAG03533_0023.region001,RiPP-like,RiPP,FAM_00097
MAG03533,MAG03533_0091,MAG03533_0091.region001,RiPP-like,RiPP,FAM_00093
MAG03533,MAG03533_0097,MAG03533_0097.region001,RiPP-like,RiPP,FAM_00099
MAG03534,MAG03534_0032,MAG03534_0032.region001,RiPP-like,RiPP,FAM_00089
MAG03536,MAG03536_0001,MAG03536_0001.region001,RiPP-like,RiPP,FAM_00240
MAG03536,MAG03536_0012,MAG03536_0012.region001,LAP,RiPP,FAM_00101
MAG03536,MAG03536_0103,MAG03536_0103.region001,RiPP-like,RiPP,FAM_00087
MAG03536,MAG03536_0130,MAG03536_0130.region001,RiPP-like,RiPP,FAM_00093
MAG03537,MAG03537_0333,MAG03537_0333.region001,T3PKS,PKS,FAM_00186
MAG03538,MAG03538_0001,MAG03538_0001.region001,RiPP-like,RiPP,FAM_00240
MAG03538,MAG03538_0013,MAG03538_0013.region001,LAP,RiPP,FAM_00101
MAG03538,MAG03538_0111,MAG03538_0111.region001,RiPP-like,RiPP,FAM_00087
MAG03539,MAG03539_0065,MAG03539_0065.region001,T3PKS,PKS,FAM_00186
MAG03540,MAG03540_0001,MAG03540_0001.region001,RiPP-like,RiPP,FAM_00240
MAG03540,MAG03540_0001,MAG03540_0001.region002,RiPP-like,RiPP,FAM_00240
