sequence,region,type,From_To,most_similar_known_cluster,most_similar_known_cluster_type,similarity,BGC
MAG01848_0029,29.1,['T3PKS'],1_11304,,,,
MAG01850_0003,3.1,['RiPP-like'],98591_109772,,,,
MAG01850_0017,17.1,['lanthipeptide-class-iii'],1_10798,,,,
MAG01851_0001,1.1,['ranthipeptide'],50904_72559,,,,
MAG01851_0001,1.2,['NRPS-like'],50904_72559,,,,
MAG01851_0004,4.1,['RiPP-like'],108093_123167,,,,
MAG01853_0050,50.1,['NRPS'],1_7402,,,,
MAG01853_0101,101.1,['T3PKS'],1_5185,,,,
MAG01853_0124,124.1,['RRE-containing'],1_4683,,,,
MAG01853_0154,154.1,['ranthipeptide'],1_3759,,,,
MAG01854_0002,2.1,['RRE-containing'],71619_92008,,,,
MAG01854_0010,10.1,['arylpolyene'],14584_61180,flexirubin,Other,28,BGC0000839
MAG01854_0010,10.1,['arylpolyene'],14584_61180,flexirubin,Polyketide,13,BGC0000838
MAG01854_0010,10.1,['arylpolyene'],14584_61180,APE Vf,Other,15,BGC0000837
MAG01854_0010,10.1,['arylpolyene'],14584_61180,aryl polyenes,Other,16,BGC0002008
MAG01855_0001,1.1,['ranthipeptide'],340567_360713,,,,
MAG01855_0005,5.1,['RaS-RiPP'],22644_47870,,,,
MAG01856_0064,64.1,['RRE-containing'],1_12353,,,,
MAG01858_0010,10.1,['T3PKS'],11559_42429,,,,
MAG01858_0011,11.1,['NRPS-like'],6355_38822,,,,
MAG01859_0009,9.1,['NRPS-like'],1_36478,,,,
MAG01859_0015,15.1,['T3PKS'],1_28755,,,,
MAG01859_0024,24.1,['lanthipeptide-class-iii'],1_15052,anacyclamide A10,RiPP:Cyanobactin,14,BGC0000472
MAG01860_0022,22.1,['lassopeptide'],1_6673,,,,
MAG01861_0028,28.1,['resorcinol'],1_17889,,,,
MAG01866_0023,23.1,['ranthipeptide'],1_12149,,,,
MAG01867_0001,1.1,['ranthipeptide'],44165_65713,,,,
MAG01868_0001,1.1,['RaS-RiPP'],22644_47870,,,,
MAG01869_0002,2.1,['RiPP-like'],162548_173336,,,,
MAG01869_0007,7.1,['ranthipeptide'],34319_55885,,,,
MAG01870_0001,1.1,['NRPS-like'],97782_139527,,,,
MAG01870_0001,1.2,['ranthipeptide'],97782_139527,,,,
MAG01870_0005,5.1,['RiPP-like'],32222_47296,,,,
MAG01871_0148,148.1,['ranthipeptide'],1_3087,,,,
MAG01873_0001,1.1,['NRPS'],1_26521,,,,
MAG01873_0037,37.1,['NRPS'],1_11100,,,,
MAG01875_0039,39.1,['lanthipeptide-class-iii'],1_10675,,,,
MAG01876_0009,9.1,['RiPP-like'],92743_104395,,,,
MAG01876_0011,11.1,['lanthipeptide-class-ii'],1_16366,,,,
MAG01877_0002,2.1,['RRE-containing'],70198_90587,,,,
MAG01877_0036,36.1,['arylpolyene'],1_20726,flexirubin,Other,28,BGC0000839
MAG01877_0036,36.1,['arylpolyene'],1_20726,flexirubin,Polyketide,13,BGC0000838
MAG01877_0036,36.1,['arylpolyene'],1_20726,aryl polyenes,Other,16,BGC0002008
MAG01877_0036,36.1,['arylpolyene'],1_20726,APE Vf,Other,10,BGC0000837
MAG01877_0036,36.1,['arylpolyene'],1_20726,APE Ec,Other,10,BGC0000836
MAG01880_0001,1.1,['ranthipeptide'],106734_128146,,,,
MAG01881_0001,1.1,['NRPS-like'],161788_203584,paenibacterin,NRP,40,BGC0000400
MAG01881_0001,1.1,['NRPS-like'],161788_203584,collismycin A,NRP+Polyketide:Modular type I polyketide,7,BGC0000973
MAG01881_0001,1.1,['NRPS-like'],161788_203584,yersiniabactin,NRP+Polyketide,2,BGC0001055
MAG01881_0007,7.1,['ranthipeptide'],57640_79284,,,,
MAG01881_0011,11.1,['thiopeptide'],42702_63381,,,,
MAG01881_0016,16.1,['lanthipeptide-class-i'],1_15542,,,,
MAG01883_0026,26.1,['ranthipeptide'],1_8059,,,,
MAG01885_0042,42.1,['ranthipeptide'],1_5816,,,,
MAG01888_0036,36.1,['RRE-containing'],1_17689,,,,
MAG01889_0002,2.1,['RiPP-like'],159708_171882,,,,
MAG01890_0013,13.1,['NRPS-like'],1_15726,,,,
MAG01890_0157,157.1,['lanthipeptide-class-ii'],1_3263,,,,
MAG01890_0178,178.1,['T3PKS'],1_2849,,,,
MAG01893_0003,3.1,['ranthipeptide'],38043_59455,,,,
MAG01895_0161,161.1,['RaS-RiPP'],1_2847,,,,
MAG01895_0174,174.1,['ranthipeptide'],1_2588,,,,
MAG01897_0054,54.1,['RRE-containing'],1_14452,,,,
MAG01898_0003,3.1,['T3PKS'],64461_105795,nosiheptide,RiPP:Thiopeptide,7,BGC0000610
MAG01898_0003,3.1,['T3PKS'],64461_105795,alchivemycin A/alchivemycin B,Polyketide+NRP,11,BGC0002456
MAG01898_0003,3.1,['T3PKS'],64461_105795,TP-1161,RiPP:Thiopeptide,8,BGC0000615
MAG01898_0003,3.1,['T3PKS'],64461_105795,rifamorpholine A/rifamorpholine B/rifamorpholine C/rifamorpholine D/rifamorpholine E,Polyketide,3,BGC0001759
MAG01900_0001,1.1,['RiPP-like'],88876_100057,,,,
MAG01900_0025,25.1,['lanthipeptide-class-iii'],1_10799,,,,
MAG01901_0001,1.1,['NRPS-like'],97783_139528,,,,
MAG01901_0001,1.2,['ranthipeptide'],97783_139528,,,,
MAG01901_0004,4.1,['RiPP-like'],32222_47296,,,,
MAG01902_0031,31.1,['lassopeptide'],1_20901,,,,
MAG01903_0003,3.1,['ranthipeptide'],15227_36871,,,,
MAG01903_0005,5.1,['NRPS-like'],6739_48535,collismycin A,NRP+Polyketide:Modular type I polyketide,7,BGC0000973
MAG01903_0005,5.1,['NRPS-like'],6739_48535,paenibacterin,NRP,40,BGC0000400
MAG01903_0005,5.1,['NRPS-like'],6739_48535,yersiniabactin,NRP+Polyketide,2,BGC0001055
MAG01903_0011,11.1,['thiopeptide'],42674_63357,,,,
MAG01903_0013,13.1,['lanthipeptide-class-i'],11384_35623,,,,
MAG01904_0012,12.1,['RiPP-like'],69429_80876,,,,
MAG01904_0028,28.1,['lanthipeptide-class-ii'],7347_23712,,,,
MAG01906_0003,3.1,['RiPP-like'],5901_16689,,,,
MAG01906_0008,8.1,['RRE-containing'],1_18932,,,,
MAG01906_0015,15.1,['ranthipeptide'],1_18604,,,,
MAG01907_0008,8.1,['ranthipeptide'],20156_41556,,,,
MAG01908_0005,5.1,['lanthipeptide-class-iii'],1_14726,anacyclamide A10,RiPP:Cyanobactin,14,BGC0000472
MAG01908_0021,21.1,['T3PKS'],1_10403,,,,
MAG01908_0077,77.1,['NRPS-like'],1_5311,,,,
MAG01909_0001,1.1,['RRE-containing'],71619_92008,,,,
MAG01909_0007,7.1,['arylpolyene'],14585_63337,flexirubin,Other,28,BGC0000839
MAG01909_0007,7.1,['arylpolyene'],14585_63337,flexirubin,Polyketide,13,BGC0000838
MAG01909_0007,7.1,['arylpolyene'],14585_63337,APE Vf,Other,15,BGC0000837
MAG01909_0007,7.1,['arylpolyene'],14585_63337,aryl polyenes,Other,16,BGC0002008
MAG01909_0028,28.1,"['thiopeptide', 'LAP']",1_20395,,,,
MAG01910_0017,17.1,['arylpolyene'],1_10257,flexirubin,Other,16,BGC0000839
MAG01910_0017,17.1,['arylpolyene'],1_10257,flexirubin,Polyketide,5,BGC0000838
MAG01910_0017,17.1,['arylpolyene'],1_10257,APE Vf,Other,10,BGC0000837
MAG01910_0017,17.1,['arylpolyene'],1_10257,aryl polyenes,Other,11,BGC0002008
MAG01910_0050,50.1,['RRE-containing'],1_7116,,,,
MAG01910_0179,179.1,['arylpolyene'],1_3509,flexirubin,Polyketide,5,BGC0000838
MAG01910_0179,179.1,['arylpolyene'],1_3509,flexirubin,Other,8,BGC0000839
MAG01911_0015,15.1,['ranthipeptide'],1_17373,,,,
MAG01914_0003,3.1,['T3PKS'],1_40625,nosiheptide,RiPP:Thiopeptide,7,BGC0000610
MAG01914_0003,3.1,['T3PKS'],1_40625,alchivemycin A/alchivemycin B,Polyketide+NRP,11,BGC0002456
MAG01914_0003,3.1,['T3PKS'],1_40625,TP-1161,RiPP:Thiopeptide,8,BGC0000615
MAG01914_0003,3.1,['T3PKS'],1_40625,rifamorpholine A/rifamorpholine B/rifamorpholine C/rifamorpholine D/rifamorpholine E,Polyketide,3,BGC0001759
MAG01915_0001,1.1,['ranthipeptide'],1_13346,,,,
MAG01915_0005,5.1,['RiPP-like'],32222_47296,,,,
MAG01915_0007,7.1,['NRPS-like'],15945_57690,,,,
MAG01916_0047,47.1,['lanthipeptide-class-ii'],3588_20260,,,,
MAG01918_0010,10.1,['T1PKS'],13156_58024,,,,
MAG01918_0024,24.1,['NAPAA'],15850_39353,ε-Poly-L-lysine,NRP,100,BGC0002174
MAG01918_0053,53.1,['terpene'],1_12176,carotenoid,Terpene,25,BGC0000637
MAG01919_0035,35.1,['RRE-containing'],6257_25184,,,,
MAG01920_0033,33.1,['terpene'],1_10181,,,,
MAG01920_0100,100.1,['NRPS-like'],1_5608,ε-Poly-L-lysine,NRP,100,BGC0002174
MAG01921_0046,46.1,['RiPP-like'],1_5603,,,,
MAG01921_0122,122.1,['NRPS-like'],1_3769,,,,
MAG01921_0167,167.1,['ranthipeptide'],1_2533,,,,
MAG01924_0041,41.1,['ranthipeptide'],1_8192,,,,
MAG01926_0098,98.1,['lassopeptide'],1_3434,,,,
MAG01927_0018,18.1,['LAP'],14248_30192,,,,
MAG01927_0069,69.1,['arylpolyene'],1_8469,,,,
MAG01928_0030,30.1,['ranthipeptide'],1813_14365,,,,
MAG01929_0001,1.1,['NRPS-like'],10534_34599,,,,
MAG01929_0008,8.1,['T3PKS'],1_16252,,,,
MAG01930_0217,217.1,['ranthipeptide'],1_2550,,,,
MAG01931_0001,1.1,['RRE-containing'],69745_90134,,,,
MAG01931_0004,4.1,['arylpolyene'],20883_69635,flexirubin,Other,28,BGC0000839
MAG01931_0004,4.1,['arylpolyene'],20883_69635,flexirubin,Polyketide,13,BGC0000838
MAG01931_0004,4.1,['arylpolyene'],20883_69635,APE Vf,Other,15,BGC0000837
MAG01931_0004,4.1,['arylpolyene'],20883_69635,aryl polyenes,Other,16,BGC0002008
MAG01932_0038,38.1,['ranthipeptide'],1_11090,,,,
MAG01933_0002,2.1,['T3PKS'],1_23282,,,,
MAG01935_0004,4.1,['RiPP-like'],106923_118503,,,,
MAG01935_0034,34.1,['lanthipeptide-class-ii'],1_19453,,,,
MAG01936_0002,2.1,['RiPP-like'],63690_74871,,,,
MAG01936_0023,23.1,['lanthipeptide-class-iii'],1_10545,,,,
MAG01937_0002,2.1,['T3PKS'],49620_72901,,,,
MAG01939_0122,122.1,['RiPP-like'],1_3512,,,,
MAG01940_0075,75.1,['ranthipeptide'],1_6662,,,,
MAG01941_0004,4.1,['arylpolyene'],1_22682,flexirubin,Other,20,BGC0000839
MAG01941_0004,4.1,['arylpolyene'],1_22682,flexirubin,Polyketide,8,BGC0000838
MAG01941_0004,4.1,['arylpolyene'],1_22682,APE Vf,Other,10,BGC0000837
MAG01941_0004,4.1,['arylpolyene'],1_22682,aryl polyenes,Other,11,BGC0002008
MAG01941_0020,20.1,['RRE-containing'],1_9388,,,,
MAG01941_0360,360.1,['arylpolyene'],1_1974,flexirubin,Other,8,BGC0000839
MAG01941_0360,360.1,['arylpolyene'],1_1974,flexirubin,Polyketide,5,BGC0000838
MAG01942_0003,3.1,['T3PKS'],1_22339,,,,
MAG01944_0003,3.1,['RiPP-like'],28434_39615,,,,
MAG01944_0019,19.1,['lanthipeptide-class-iii'],1_9386,,,,
MAG01945_0001,1.1,['ranthipeptide'],130050_150196,,,,
MAG01945_0004,4.1,['RaS-RiPP'],22572_47798,,,,
MAG01948_0022,22.1,['NRPS'],1_11216,,,,
MAG01948_0224,224.1,['NRPS-like'],1_2631,,,,
MAG01949_0039,39.1,['ranthipeptide'],1_14114,,,,
MAG01950_0007,7.1,['T3PKS'],1_22339,,,,
MAG01952_0007,7.1,['NRPS'],36519_92203,equibactin,NRP,14,BGC0000347
MAG01952_0014,14.1,['ranthipeptide'],20236_41594,,,,
MAG01953_0017,17.1,['RRE-containing'],15236_35502,,,,
MAG01953_0023,23.1,['RiPP-like'],3247_15058,,,,
MAG01955_0007,7.1,['ranthipeptide'],13756_35403,,,,
MAG01956_0004,4.1,['RiPP-like'],5097_17247,,,,
MAG01956_0093,93.1,['T3PKS'],1_7420,,,,
MAG01956_0249,249.1,['RiPP-like'],1_2117,,,,
MAG01957_0003,3.1,['LAP'],1_16410,listeriolysin S,RiPP:LAP,25,BGC0001171
MAG01957_0021,21.1,['RiPP-like'],6680_15001,,,,
MAG01957_0024,24.1,['RiPP-like'],1_8528,,,,
MAG01957_0055,55.1,['RiPP-like'],1_7073,gassericin T,RiPP,33,BGC0000619
MAG01957_0055,55.1,['RiPP-like'],1_7073,gassericin-T,RiPP,33,BGC0001602
MAG01957_0055,55.1,['RiPP-like'],1_7073,gassericin E,RiPP,22,BGC0001388
MAG01958_0057,57.1,['NRPS-like'],1_27100,,,,
MAG01958_0117,117.1,['RRE-containing'],1_14880,polysaccharide C,Saccharide,8,BGC0001412
MAG01958_0157,157.1,['phosphonate'],1_10494,polysaccharide B,Saccharide,26,BGC0001411
MAG01958_0157,157.1,['phosphonate'],1_10494,phosphonoglycans,Saccharide,3,BGC0000806
MAG01958_0157,157.1,['phosphonate'],1_10494,fosfomycin,Other:Aminocoumarin,6,BGC0000938
MAG01958_0157,157.1,['phosphonate'],1_10494,phosphonoglycans,Saccharide,6,BGC0000807
MAG01958_0200,200.1,['resorcinol'],1_7237,,,,
MAG01958_0256,256.1,['phosphonate'],1_4048,polysaccharide B,Saccharide,6,BGC0001411
MAG01958_0256,256.1,['phosphonate'],1_4048,phosphonoglycans,Saccharide,3,BGC0000806
MAG01958_0256,256.1,['phosphonate'],1_4048,fosfomycin,Other:Aminocoumarin,6,BGC0000938
MAG01958_0256,256.1,['phosphonate'],1_4048,phosphonoglycans,Saccharide,6,BGC0000807
MAG01958_0294,294.1,['phosphonate'],1_2980,polysaccharide B,Saccharide,6,BGC0001411
MAG01958_0294,294.1,['phosphonate'],1_2980,phosphonoglycans,Saccharide,3,BGC0000806
MAG01958_0294,294.1,['phosphonate'],1_2980,phosphonoglycans,Saccharide,6,BGC0000807
MAG01958_0294,294.1,['phosphonate'],1_2980,fosfomycin,Other:Aminocoumarin,6,BGC0000938
MAG01958_0297,297.1,['NRPS'],1_2808,,,,
MAG01959_0045,45.1,['lanthipeptide-class-ii'],1_10076,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG01959_0045,45.1,['lanthipeptide-class-ii'],1_10076,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG01959_0050,50.1,['RiPP-like'],2960_9455,,,,
MAG01960_0004,4.1,['T1PKS'],1_22745,,,,
MAG01960_0024,24.1,['lanthipeptide-class-ii'],1_11503,,,,
MAG01960_0030,30.1,['T1PKS'],1_10231,,,,
MAG01960_0042,42.1,['lanthipeptide-class-ii'],1_9116,,,,
MAG01960_0047,47.1,['NAPAA'],1_8452,ε-Poly-L-lysine,NRP,100,BGC0002174
MAG01961_0008,8.1,['RiPP-like'],86547_93170,,,,
MAG01962_0002,2.1,['RiPP-like'],119990_130974,,,,
MAG01962_0005,5.1,['lanthipeptide-class-ii'],96815_111245,lacticin 3147 A1/lacticin 3147 A2,RiPP:Lanthipeptide,33,BGC0000520
MAG01962_0005,5.1,['lanthipeptide-class-ii'],96815_111245,staphylococcin C55 α/staphylococcin C55 β,RiPP:Lanthipeptide,20,BGC0000555
MAG01962_0025,25.1,['T3PKS'],1_24421,,,,
MAG01963_0002,2.1,['LAP'],1_13961,streptolysin S,RiPP:LAP,100,BGC0000566
MAG01963_0002,2.1,['LAP'],1_13961,clostridiolysin S,RiPP:LAP,22,BGC0001170
MAG01963_0002,2.1,['LAP'],1_13961,clostridiolysin S,RiPP:LAP,22,BGC0000564
MAG01963_0002,2.2,['T3PKS'],1_13961,streptolysin S,RiPP:LAP,100,BGC0000566
MAG01963_0002,2.2,['T3PKS'],1_13961,clostridiolysin S,RiPP:LAP,22,BGC0001170
MAG01963_0002,2.2,['T3PKS'],1_13961,clostridiolysin S,RiPP:LAP,22,BGC0000564
MAG01963_0004,4.1,['RiPP-like'],20536_32388,ubericin K,Other,12,BGC0002585
MAG01964_0006,6.1,['terpene'],1_20529,,,,
MAG01964_0014,14.1,['NAPAA'],1_23354,,,,
MAG01965_0006,6.1,['T3PKS'],40349_81656,,,,
MAG01968_0011,11.1,['T3PKS'],1_23457,,,,
MAG01969_0008,8.1,['T3PKS'],18156_59463,,,,
MAG01972_0002,2.1,['T3PKS'],296364_337671,,,,
MAG01973_0289,289.1,['T3PKS'],1_1976,,,,
MAG01974_0008,8.1,['T3PKS'],1_31295,,,,
MAG01975_0034,34.1,['RiPP-like'],4647_12501,,,,
MAG01975_0219,219.1,['RiPP-like'],1_2773,gassericin T,RiPP,22,BGC0000619
MAG01975_0219,219.1,['RiPP-like'],1_2773,gassericin-T,RiPP,22,BGC0001602
MAG01975_0219,219.1,['RiPP-like'],1_2773,gassericin E,RiPP,22,BGC0001388
MAG01977_0001,1.1,['T3PKS'],499746_541053,,,,
MAG01980_0005,5.1,['T3PKS'],55766_97073,,,,
MAG01982_0008,8.1,['T3PKS'],40348_81655,,,,
MAG01985_0001,1.1,['NRPS-like'],45726_88185,,,,
MAG01985_0004,4.1,['T3PKS'],1_29892,,,,
MAG01985_0007,7.1,['lanthipeptide-class-iii'],48049_63204,anacyclamide A10,RiPP:Cyanobactin,14,BGC0000472
MAG01986_0038,38.1,['RRE-containing'],1_10476,,,,
MAG01987_0160,160.1,['RiPP-like'],1_3860,,,,
MAG01988_0139,139.1,['resorcinol'],1_4514,,,,
MAG01989_0135,135.1,['ranthipeptide'],1_4116,,,,
MAG01990_0003,3.1,['RiPP-like'],31001_46706,,,,
MAG01990_0013,13.1,['ranthipeptide'],9273_24297,,,,
MAG01991_0001,1.1,['RRE-containing'],33398_53787,,,,
MAG01991_0004,4.1,['arylpolyene'],49245_84023,flexirubin,Other,28,BGC0000839
MAG01991_0004,4.1,['arylpolyene'],49245_84023,flexirubin,Polyketide,13,BGC0000838
MAG01991_0004,4.1,['arylpolyene'],49245_84023,APE Vf,Other,15,BGC0000837
MAG01991_0004,4.1,['arylpolyene'],49245_84023,aryl polyenes,Other,16,BGC0002008
MAG01991_0022,22.1,['thiopeptide'],1_32632,,,,
MAG01991_0026,26.1,"['thiopeptide', 'LAP']",1_21546,,,,
MAG01991_0039,39.1,['resorcinol'],1_19133,,,,
MAG01992_0040,40.1,['NRPS-like'],1_7793,,,,
MAG01992_0048,48.1,['lanthipeptide-class-v'],1_7370,,,,
MAG01995_0001,1.1,['ranthipeptide'],86773_108420,,,,
MAG01995_0010,10.1,['RRE-containing'],65973_82851,,,,
MAG01996_0008,8.1,['NRPS-like'],1_36002,,,,
MAG01997_0001,1.1,['RiPP-like'],59823_70758,,,,
MAG01997_0016,16.1,['RiPP-like'],1_9101,gassericin T,RiPP,22,BGC0000619
MAG01997_0016,16.1,['RiPP-like'],1_9101,gassericin-T,RiPP,22,BGC0001602
MAG01997_0016,16.1,['RiPP-like'],1_9101,gassericin E,RiPP,22,BGC0001388
MAG01998_0003,3.1,['lassopeptide'],1_15630,,,,
MAG01999_0026,26.1,['NRPS'],1_9375,,,,
MAG01999_0130,130.1,['ranthipeptide'],1_4048,,,,
MAG02001_0001,1.1,['lanthipeptide-class-v'],56011_97875,TP-1161,RiPP:Thiopeptide,8,BGC0000615
MAG02001_0001,1.1,['lanthipeptide-class-v'],56011_97875,nosiheptide,RiPP:Thiopeptide,7,BGC0000610
MAG02001_0001,1.1,['lanthipeptide-class-v'],56011_97875,alchivemycin A/alchivemycin B,Polyketide+NRP,11,BGC0002456
MAG02001_0001,1.1,['lanthipeptide-class-v'],56011_97875,rifamorpholine A/rifamorpholine B/rifamorpholine C/rifamorpholine D/rifamorpholine E,Polyketide,3,BGC0001759
MAG02001_0017,17.1,['lanthipeptide-class-iii'],1_10712,,,,
MAG02002_0001,1.1,['lanthipeptide-class-iv'],40063_62630,anacyclamide A10,RiPP:Cyanobactin,14,BGC0000472
MAG02005_0153,153.1,['RRE-containing'],1_5200,,,,
MAG02006_0022,22.1,['RiPP-like'],1_4944,,,,
MAG02007_0107,107.1,['RRE-containing'],1_4833,,,,
MAG02010_0028,28.1,['RiPP-like'],1_11260,,,,
MAG02011_0072,72.1,['RRE-containing'],1_14146,,,,
MAG02014_0055,55.1,['T1PKS'],1_8152,,,,
MAG02015_0217,217.1,['ranthipeptide'],1_1827,,,,
MAG02016_0001,1.1,['NRPS-like'],338345_380804,,,,
MAG02016_0003,3.1,['T3PKS'],1_30376,,,,
MAG02016_0009,9.1,['lanthipeptide-class-iii'],38589_53768,anacyclamide A10,RiPP:Cyanobactin,14,BGC0000472
MAG02016_0010,10.1,['thiopeptide'],17242_43188,,,,
MAG02018_0073,73.1,['RRE-containing'],1_6423,,,,
MAG02020_0003,3.1,['RaS-RiPP'],50773_75999,,,,
MAG02021_0002,2.1,['RRE-containing'],44517_64906,,,,
MAG02021_0003,3.1,['arylpolyene'],128682_159165,flexirubin,Other,28,BGC0000839
MAG02021_0003,3.1,['arylpolyene'],128682_159165,flexirubin,Polyketide,13,BGC0000838
MAG02021_0003,3.1,['arylpolyene'],128682_159165,APE Vf,Other,15,BGC0000837
MAG02021_0003,3.1,['arylpolyene'],128682_159165,aryl polyenes,Other,16,BGC0002008
MAG02023_0062,62.1,['ranthipeptide'],1_6005,,,,
MAG02024_0004,4.1,['RiPP-like'],32134_49038,,,,
MAG02024_0016,16.1,['ranthipeptide'],1_13187,,,,
MAG02024_0019,19.1,['LAP'],1_7962,,,,
MAG02025_0002,2.1,['T3PKS'],1_26074,,,,
MAG02026_0017,17.1,['lanthipeptide-class-iii'],1_10715,,,,
MAG02028_0006,6.1,['ranthipeptide'],54528_67348,,,,
MAG02030_0332,332.1,['ranthipeptide'],1_1551,,,,
MAG02032_0271,271.1,['ranthipeptide'],1_1982,,,,
MAG02035_0003,3.1,['ranthipeptide'],12929_34359,,,,
MAG02036_0012,12.1,['T3PKS'],1_29078,,,,
MAG02037_0005,5.1,['NRPS'],20353_65222,equibactin,NRP,14,BGC0000347
MAG02037_0037,37.1,['lanthipeptide-class-iii'],1_10737,,,,
MAG02038_0013,13.1,['ranthipeptide'],8596_30240,,,,
MAG02039_0008,8.1,['lanthipeptide-class-ii'],1_5784,,,,
MAG02040_0002,2.1,['lanthipeptide-class-i'],120247_144480,,,,
MAG02041_0003,3.1,['NRPS-like'],72633_115092,,,,
MAG02041_0005,5.1,['T3PKS'],1_31104,,,,
MAG02041_0007,7.1,['lanthipeptide-class-iii'],1_15161,anacyclamide A10,RiPP:Cyanobactin,14,BGC0000472
MAG02043_0002,2.1,['ranthipeptide'],38005_59553,,,,
MAG02044_0001,1.1,['ranthipeptide'],204121_224267,,,,
MAG02044_0007,7.1,['RaS-RiPP'],22625_47851,,,,
MAG02045_0067,67.1,['ranthipeptide'],1_7145,,,,
MAG02047_0008,8.1,['RiPP-like'],28022_39263,,,,
MAG02048_0124,124.1,['NRPS'],1_4944,,,,
MAG02048_0130,130.1,['ranthipeptide'],1_4759,,,,
MAG02052_0002,2.1,['NRPS-like'],11969_54455,,,,
MAG02052_0008,8.1,['T3PKS'],1_30523,,,,
MAG02053_0007,7.1,['T3PKS'],20674_61981,,,,
MAG02054_0019,19.1,['RRE-containing'],2962_23354,,,,
MAG02054_0056,56.1,['resorcinol'],1_8164,,,,
MAG02055_0025,25.1,['T3PKS'],1_17327,,,,
MAG02056_0001,1.1,['ranthipeptide'],245082_266494,,,,
MAG02059_0005,5.1,['ranthipeptide'],5218_25364,,,,
MAG02059_0008,8.1,['RaS-RiPP'],22602_47828,,,,
MAG02060_0015,15.1,['lanthipeptide-class-iii'],1_10766,,,,
MAG02062_0008,8.1,['T3PKS'],17559_58866,,,,
MAG02063_0059,59.1,['RRE-containing'],2962_15253,,,,
MAG02063_0070,70.1,['RiPP-like'],3353_11140,,,,
MAG02063_0083,83.1,['resorcinol'],1_7809,,,,
MAG02064_0001,1.1,['NRPS-like'],12374_54833,,,,
MAG02064_0009,9.1,['lanthipeptide-class-iii'],1_15161,anacyclamide A10,RiPP:Cyanobactin,14,BGC0000472
MAG02064_0015,15.1,['T3PKS'],15298_46367,,,,
MAG02065_0317,317.1,['ranthipeptide'],1_1823,,,,
MAG02066_0016,16.1,['terpene'],2602_13855,carotenoid,Terpene,100,BGC0000647
MAG02066_0144,144.1,['T3PKS'],1_7410,,,,
MAG02066_0161,161.1,['RiPP-like'],1_7044,,,,
MAG02066_0289,289.1,['terpene'],1_5659,,,,
MAG02066_0309,309.1,['RiPP-like'],1_5481,,,,
MAG02066_0420,420.1,['hydrogen-cyanide'],1_4768,,,,
MAG02066_0436,436.1,['hserlactone'],1_4705,,,,
MAG02066_0580,580.1,['terpene'],1_3991,,,,
MAG02066_0698,698.1,['cyanobactin'],1_3558,,,,
MAG02066_0717,717.1,['cyanobactin'],1_3499,,,,
MAG02066_1192,1192.1,['RRE-containing'],1_2237,,,,
MAG02068_0036,36.1,['ranthipeptide'],1_12216,,,,
MAG02068_0105,105.1,['RiPP-like'],1_4148,,,,
MAG02069_0029,29.1,['ranthipeptide'],1_13287,,,,
MAG02071_0003,3.1,['RRE-containing'],14098_34364,,,,
MAG02071_0004,4.1,['arylpolyene'],36934_85514,flexirubin,Other,28,BGC0000839
MAG02071_0004,4.1,['arylpolyene'],36934_85514,flexirubin,Polyketide,13,BGC0000838
MAG02071_0004,4.1,['arylpolyene'],36934_85514,APE Vf,Other,10,BGC0000837
MAG02071_0004,4.1,['arylpolyene'],36934_85514,aryl polyenes,Other,11,BGC0002008
MAG02074_0002,2.1,['RiPP-like'],69504_81723,,,,
MAG02078_0140,140.1,['RRE-containing'],1_3769,,,,
MAG02079_0025,25.1,['resorcinol'],1_5258,,,,
MAG02079_0047,47.1,['thiopeptide'],1_4485,,,,
MAG02079_0051,51.1,['arylpolyene'],1_4358,flexirubin,Polyketide,8,BGC0000838
MAG02079_0051,51.1,['arylpolyene'],1_4358,flexirubin,Other,12,BGC0000839
MAG02079_0070,70.1,['RiPP-like'],1_3808,,,,
MAG02079_0109,109.1,['RRE-containing'],1_3295,,,,
MAG02079_0270,270.1,['arylpolyene'],1_2208,flexirubin,Other,8,BGC0000839
MAG02079_0270,270.1,['arylpolyene'],1_2208,flexirubin,Polyketide,5,BGC0000838
MAG02079_0419,419.1,['arylpolyene'],1_1771,,,,
MAG02079_0530,530.1,['resorcinol'],1_1523,,,,
MAG02081_0006,6.1,['RiPP-like'],32147_44342,,,,
MAG02081_0009,9.1,['LAP'],41097_57627,,,,
MAG02081_0030,30.1,['LAP'],1_8278,,,,
MAG02082_0005,5.1,['ranthipeptide'],1_18770,,,,
MAG02083_0009,9.1,['NRPS'],10377_45921,,,,
MAG02083_0023,23.1,['lanthipeptide-class-iii'],1_10570,,,,
MAG02086_0006,6.1,['ranthipeptide'],1_15967,,,,
MAG02086_0015,15.1,['RaS-RiPP'],26769_51994,,,,
MAG02088_0013,13.1,['RRE-containing'],14104_34370,,,,
MAG02089_0145,145.1,['ranthipeptide'],1_3392,,,,
MAG02093_0026,26.1,['T3PKS'],1_17606,,,,
MAG02097_0001,1.1,['RiPP-like'],195716_205961,,,,
MAG02097_0003,3.1,['ranthipeptide'],64636_86205,,,,
MAG02097_0008,8.1,['ranthipeptide'],38137_59421,,,,
MAG02099_0011,11.1,['RRE-containing'],5751_25918,,,,
MAG02099_0042,42.1,['arylpolyene'],1_21491,flexirubin,Other,16,BGC0000839
